<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.12.11	12:45:00	87090	87120	86820	86965	47321	160239	5
2018.12.11	13:00:00	86960	87240	86920	86990	45289	142913	5
2018.12.11	13:15:00	86985	87110	86880	87055	33801	108934	5
2018.12.11	13:30:00	87050	87105	86885	86935	29891	103978	5
2018.12.11	13:45:00	86940	86975	86720	86915	43946	149978	5
2018.12.11	14:00:00	86910	86920	86575	86620	42755	145622	5
2018.12.11	14:15:00	86620	86690	86455	86500	45277	160422	5
2018.12.11	14:30:00	86500	86540	86150	86185	52908	181383	5
2018.12.11	14:45:00	86185	86350	86140	86235	38739	128390	5
2018.12.11	15:00:00	86240	86255	85805	85820	53281	176550	5
2018.12.11	15:15:00	85815	86040	85685	85835	42800	146136	5
2018.12.11	15:30:00	85840	86185	85830	86160	32978	113480	5
2018.12.11	15:45:00	86155	86175	86060	86100	21321	76438	5
2018.12.11	16:00:00	86095	86125	85905	85980	32229	110775	5
2018.12.11	16:15:00	85975	86160	85910	85960	30093	110216	5
2018.12.11	16:30:00	85950	85980	85730	85735	33611	118624	5
2018.12.11	16:45:00	85740	85785	85565	85620	33793	121545	5
2018.12.11	17:00:00	85615	85890	85510	85865	37166	131731	5
2018.12.11	17:15:00	85860	86400	85840	86335	40429	165127	5
2018.12.11	17:30:00	86335	86480	86075	86445	34795	140267	5
2018.12.11	17:45:00	86440	86575	86350	86405	21188	91074	5
2018.12.11	18:00:00	86400	86615	86305	86615	5646	22235	5
2018.12.12	09:00:00	87880	88030	87750	87935	21049	54936	5
2018.12.12	09:15:00	87935	88175	87910	88140	26808	67884	5
2018.12.12	09:30:00	88140	88160	88010	88110	22737	59534	5
2018.12.12	09:45:00	88110	88125	87850	88020	30428	79303	5
2018.12.12	10:00:00	88025	88270	88000	88140	53678	146229	5
2018.12.12	10:15:00	88140	88260	88060	88250	25182	78739	5
2018.12.12	10:30:00	88245	88485	88240	88420	39984	123605	5
2018.12.12	10:45:00	88415	88575	88345	88525	39220	123679	5
2018.12.12	11:00:00	88530	88545	88280	88310	31699	106348	5
2018.12.12	11:15:00	88310	88405	88135	88245	34017	117667	5
2018.12.12	11:30:00	88245	88315	88100	88155	37815	132449	5
2018.12.12	11:45:00	88155	88515	88050	88485	43582	148798	5
2018.12.12	12:00:00	88485	88545	88350	88400	27156	95289	5
2018.12.12	12:15:00	88400	88465	88170	88190	27882	98952	5
2018.12.12	12:30:00	88185	88365	88005	88060	51001	176842	5
2018.12.12	12:45:00	88065	88120	87865	88085	47519	174789	5
2018.12.12	13:00:00	88075	88395	88075	88360	38557	138182	5
2018.12.12	13:15:00	88365	88455	88200	88225	33432	119375	5
2018.12.12	13:30:00	88225	88380	88050	88315	34950	119923	5
2018.12.12	13:45:00	88320	88630	88290	88585	41291	142644	5
2018.12.12	14:00:00	88585	88725	88555	88620	34938	130629	5
2018.12.12	14:15:00	88625	88830	88560	88600	40429	137616	5
2018.12.12	14:30:00	88605	88675	88450	88550	49386	152970	5
2018.12.12	14:45:00	88550	88735	88350	88610	53647	169328	5
2018.12.12	15:00:00	88605	88730	88180	88220	50384	167165	5
2018.12.12	15:15:00	88215	88310	87910	87980	51195	159983	5
2018.12.12	15:30:00	87975	88115	87660	87915	59776	193009	5
2018.12.12	15:45:00	87920	88260	87830	88240	38975	123756	5
2018.12.12	16:00:00	88240	88440	88010	88095	50643	167768	5
2018.12.12	16:15:00	88090	88235	87975	88055	31933	104172	5
2018.12.12	16:30:00	88055	88190	87850	87945	30697	102022	5
2018.12.12	16:45:00	87950	88120	87875	88110	27001	91668	5
2018.12.12	17:00:00	88105	88255	87615	87690	47328	160948	5
2018.12.12	17:15:00	87685	87990	87555	87625	39475	138052	5
2018.12.12	17:30:00	87620	88020	87520	87770	35298	115003	5
2018.12.12	17:45:00	87765	87865	87625	87770	15832	53732	5
2018.12.12	18:00:00	87770	87950	87690	87950	5098	17881	5
2018.12.13	09:00:00	88150	88220	87940	87965	24064	75474	5
2018.12.13	09:15:00	87970	88120	87930	87970	21285	64561	5
2018.12.13	09:30:00	87970	88050	87935	88025	12290	40694	5
2018.12.13	09:45:00	88025	88045	87750	87990	36735	112734	5
2018.12.13	10:00:00	87990	88085	87810	88010	43056	129273	5
2018.12.13	10:15:00	88010	88065	87820	87875	33069	101623	5
2018.12.13	10:30:00	87885	88125	87635	88090	57090	177113	5
2018.12.13	10:45:00	88090	88250	87990	88060	43378	142136	5
2018.12.13	11:00:00	88055	88230	88005	88150	34893	114745	5
2018.12.13	11:15:00	88150	88340	88030	88265	26878	90003	5
2018.12.13	11:30:00	88270	88300	87935	88065	40239	130741	5
2018.12.13	11:45:00	88060	88255	87975	88185	31800	112518	5
2018.12.13	12:00:00	88190	88325	88135	88275	26143	93475	5
2018.12.13	12:15:00	88275	88400	88220	88300	28253	99964	5
2018.12.13	12:30:00	88300	88415	88200	88225	40641	139445	5
2018.12.13	12:45:00	88225	88280	87965	87980	48129	171233	5
2018.12.13	13:00:00	87985	88470	87930	88405	48814	170283	5
2018.12.13	13:15:00	88405	88470	88120	88165	32263	111691	5
2018.12.13	13:30:00	88165	88235	87960	88005	33202	115030	5
2018.12.13	13:45:00	88005	88045	87735	87995	42324	149189	5
2018.12.13	14:00:00	88000	88045	87820	87980	30845	117129	5
2018.12.13	14:15:00	87980	88100	87895	88055	28226	105054	5
2018.12.13	14:30:00	88060	88150	87895	88135	31150	113541	5
2018.12.13	14:45:00	88135	88255	88010	88015	33203	123970	5
2018.12.13	15:00:00	88020	88160	87865	88135	35700	134509	5
2018.12.13	15:15:00	88135	88140	87965	88045	25382	98082	5
2018.12.13	15:30:00	88050	88305	88020	88260	29665	109124	5
2018.12.13	15:45:00	88265	88465	88220	88320	36932	145526	5
2018.12.13	16:00:00	88325	88375	88210	88280	26157	107960	5
2018.12.13	16:15:00	88285	88435	88255	88360	24906	96079	5
2018.12.13	16:30:00	88355	88715	88340	88580	41327	156227	5
2018.12.13	16:45:00	88575	88630	88450	88500	25656	96200	5
2018.12.13	17:00:00	88500	88515	88280	88310	23473	89983	5
2018.12.13	17:15:00	88305	88565	88305	88555	26646	104575	5
2018.12.13	17:30:00	88555	88620	88445	88585	16563	65772	5
2018.12.13	17:45:00	88585	88710	88515	88660	13653	61904	5
2018.12.13	18:00:00	88660	88720	88550	88560	5580	26756	5
2018.12.14	09:00:00	87800	88095	87750	88040	29319	90422	5
2018.12.14	09:15:00	88040	88090	87910	88050	20794	63293	5
2018.12.14	09:30:00	88050	88055	87895	87960	17964	55840	5
2018.12.14	09:45:00	87955	88080	87935	88035	16923	54432	5
2018.12.14	10:00:00	88040	88130	87845	87975	44625	136816	5
2018.12.14	10:15:00	87970	88215	87905	88065	36583	121315	5
2018.12.14	10:30:00	88070	88250	87965	88135	34705	114922	5
2018.12.14	10:45:00	88135	88235	88050	88095	25625	83942	5
2018.12.14	11:00:00	88090	88280	88010	88220	31642	103585	5
2018.12.14	11:15:00	88225	88445	88220	88355	33552	114861	5
2018.12.14	11:30:00	88360	88530	88305	88400	35441	121490	5
2018.12.14	11:45:00	88405	88420	88280	88325	25023	91071	5
2018.12.14	12:00:00	88325	88370	88230	88280	18536	63507	5
2018.12.14	12:15:00	88280	88335	88225	88260	16662	54743	5
2018.12.14	12:30:00	88255	88465	88185	88385	47041	162297	5
2018.12.14	12:45:00	88390	88485	88260	88350	33588	115552	5
2018.12.14	13:00:00	88350	88690	88315	88660	45975	158412	5
2018.12.14	13:15:00	88665	88785	88575	88590	35705	127163	5
2018.12.14	13:30:00	88590	88880	88480	88715	41645	142268	5
2018.12.14	13:45:00	88715	88855	88685	88705	27610	94554	5
2018.12.14	14:00:00	88705	88970	88695	88710	35299	119493	5
2018.12.14	14:15:00	88710	88825	88615	88775	31987	107648	5
2018.12.14	14:30:00	88775	89045	88775	88810	33307	110025	5
2018.12.14	14:45:00	88810	88815	88490	88575	37977	129901	5
2018.12.14	15:00:00	88570	88670	88470	88555	20473	66906	5
2018.12.14	15:15:00	88555	88745	88535	88670	23393	76901	5
2018.12.14	15:30:00	88665	88785	88610	88680	23153	78029	5
2018.12.14	15:45:00	88680	88755	88590	88635	18825	64019	5
2018.12.14	16:00:00	88635	88810	88565	88730	24815	86163	5
2018.12.14	16:15:00	88730	88740	88390	88435	28893	103510	5
2018.12.14	16:30:00	88435	88490	88270	88410	32959	122497	5
2018.12.14	16:45:00	88410	88450	88240	88310	20459	75570	5
2018.12.14	17:00:00	88310	88325	88150	88220	20568	77295	5
2018.12.14	17:15:00	88215	88380	88215	88300	18939	73357	5
2018.12.14	17:30:00	88300	88310	88025	88050	24325	92615	5
2018.12.14	17:45:00	88045	88195	87855	88115	23301	97666	5
2018.12.14	18:00:00	88110	88215	88005	88005	6365	27092	5
2018.12.17	09:00:00	88210	88380	88210	88295	21688	60800	5
2018.12.17	09:15:00	88295	88370	88175	88240	20626	58768	5
2018.12.17	09:30:00	88245	88325	88155	88180	20166	55943	5
2018.12.17	09:45:00	88175	88260	88080	88205	25209	69205	5
2018.12.17	10:00:00	88205	88480	88200	88450	36725	105147	5
2018.12.17	10:15:00	88450	88540	88345	88395	36800	112418	5
2018.12.17	10:30:00	88395	88405	88080	88080	41178	126317	5
2018.12.17	10:45:00	88080	88255	87900	88015	52600	156118	5
2018.12.17	11:00:00	88015	88140	87955	88080	31835	97073	5
2018.12.17	11:15:00	88075	88190	87710	87725	40669	122561	5
2018.12.17	11:30:00	87720	87845	87650	87805	39584	127200	5
2018.12.17	11:45:00	87810	87920	87710	87895	25660	80502	5
2018.12.17	12:00:00	87890	87975	87880	87895	20283	71485	5
2018.12.17	12:15:00	87900	88300	87895	88120	43707	150148	5
2018.12.17	12:30:00	88120	88150	87720	87745	55984	182865	5
2018.12.17	12:45:00	87740	87895	87710	87855	33573	111121	5
2018.12.17	13:00:00	87855	88035	87765	88020	32133	112843	5
2018.12.17	13:15:00	88020	88100	87900	87945	34003	116582	5
2018.12.17	13:30:00	87945	87995	87775	87945	35074	111662	5
2018.12.17	13:45:00	87940	88125	87915	88060	29781	97978	5
2018.12.17	14:00:00	88065	88335	88005	88250	41187	131317	5
2018.12.17	14:15:00	88245	88310	88090	88130	31183	104584	5
2018.12.17	14:30:00	88125	88160	87875	87925	35500	119188	5
2018.12.17	14:45:00	87925	88170	87895	88170	26367	87752	5
2018.12.17	15:00:00	88165	88245	88075	88095	29218	95740	5
2018.12.17	15:15:00	88095	88190	88015	88080	25491	84177	5
2018.12.17	15:30:00	88080	88080	87905	88000	30845	100788	5
2018.12.17	15:45:00	88005	88030	87820	87845	31164	100855	5
2018.12.17	16:00:00	87845	87860	87610	87795	40945	136791	5
2018.12.17	16:15:00	87800	87800	87455	87525	37963	126258	5
2018.12.17	16:30:00	87520	87565	87270	87445	45549	146403	5
2018.12.17	16:45:00	87440	87490	87290	87420	27902	91522	5
2018.12.17	17:00:00	87420	87425	87225	87350	30303	103882	5
2018.12.17	17:15:00	87350	87475	87180	87205	27000	107570	5
2018.12.17	17:30:00	87200	87290	87045	87175	27849	106457	5
2018.12.17	17:45:00	87170	87245	87005	87115	17218	71798	5
2018.12.17	18:00:00	87115	87150	87040	87115	7451	31429	5
2018.12.18	09:00:00	87320	87560	87245	87485	19974	65298	5
2018.12.18	09:15:00	87485	87535	87400	87435	18549	57032	5
2018.12.18	09:30:00	87440	87560	87375	87540	22793	68560	5
2018.12.18	09:45:00	87540	87575	87440	87505	21523	64886	5
2018.12.18	10:00:00	87505	87570	87280	87300	35319	109600	5
2018.12.18	10:15:00	87295	87665	87225	87565	54418	168961	5
2018.12.18	10:30:00	87565	87670	87510	87600	30862	103723	5
2018.12.18	10:45:00	87600	87740	87580	87650	34830	111464	5
2018.12.18	11:00:00	87645	87780	87510	87720	38988	127530	5
2018.12.18	11:15:00	87725	87745	87550	87665	27839	88195	5
2018.12.18	11:30:00	87660	87750	87475	87720	42820	141069	5
2018.12.18	11:45:00	87715	87730	87510	87595	29619	105848	5
2018.12.18	12:00:00	87595	87745	87535	87685	26978	93180	5
2018.12.18	12:15:00	87690	87825	87630	87735	29825	103979	5
2018.12.18	12:30:00	87735	87740	87480	87690	60705	211742	5
2018.12.18	12:45:00	87690	87875	87650	87790	43346	152042	5
2018.12.18	13:00:00	87790	87840	87625	87650	25807	94043	5
2018.12.18	13:15:00	87655	87785	87530	87630	29781	106585	5
2018.12.18	13:30:00	87630	87740	87565	87580	27936	101685	5
2018.12.18	13:45:00	87575	87680	87450	87530	39491	141862	5
2018.12.18	14:00:00	87530	87555	87355	87475	35285	133230	5
2018.12.18	14:15:00	87480	87485	87280	87375	30984	116852	5
2018.12.18	14:30:00	87380	87530	87370	87450	27202	96295	5
2018.12.18	14:45:00	87445	87660	87420	87445	38282	134883	5
2018.12.18	15:00:00	87445	87775	87445	87675	38333	134206	5
2018.12.18	15:15:00	87675	87770	87590	87610	23688	86018	5
2018.12.18	15:30:00	87610	87765	87590	87745	19140	73753	5
2018.12.18	15:45:00	87745	87955	87740	87815	38170	143369	5
2018.12.18	16:00:00	87815	88045	87795	88010	31768	116489	5
2018.12.18	16:15:00	88005	88070	87835	87900	24995	103067	5
2018.12.18	16:30:00	87900	88015	87850	87895	23057	87204	5
2018.12.18	16:45:00	87900	88015	87815	87835	24565	89412	5
2018.12.18	17:00:00	87835	87995	87835	87935	21030	84188	5
2018.12.18	17:15:00	87930	88035	87900	87930	18929	73393	5
2018.12.18	17:30:00	87935	87950	87725	87725	20046	82636	5
2018.12.18	17:45:00	87730	87785	87400	87440	22891	117281	5
2018.12.18	18:00:00	87440	87475	87145	87385	14613	56995	5
2018.12.19	09:00:00	87800	87985	87790	87880	21279	70754	5
2018.12.19	09:15:00	87880	87925	87865	87900	8416	26663	5
2018.12.19	09:30:00	87900	88020	87900	88000	17659	56078	5
2018.12.19	09:45:00	87995	88085	87955	88070	17423	55291	5
2018.12.19	10:00:00	88070	88175	87990	88095	32344	102227	5
2018.12.19	10:15:00	88100	88140	87935	87950	27812	91948	5
2018.12.19	10:30:00	87955	88095	87855	87890	41158	135258	5
2018.12.19	10:45:00	87890	88060	87880	87975	26716	87748	5
2018.12.19	11:00:00	87970	88025	87730	87735	38209	137580	5
2018.12.19	11:15:00	87735	87890	87690	87875	31268	106873	5
2018.12.19	11:30:00	87875	87990	87780	87960	28797	95568	5
2018.12.19	11:45:00	87960	87990	87700	87745	33117	114055	5
2018.12.19	12:00:00	87745	87895	87705	87770	27954	96566	5
2018.12.19	12:15:00	87775	87960	87760	87850	27577	96769	5
2018.12.19	12:30:00	87850	88130	87835	88045	48115	174823	5
2018.12.19	12:45:00	88050	88385	87995	88205	54669	192252	5
2018.12.19	13:00:00	88205	88640	88195	88595	45606	169081	5
2018.12.19	13:15:00	88595	88705	88550	88590	33549	123727	5
2018.12.19	13:30:00	88585	88665	88510	88535	28187	105229	5
2018.12.19	13:45:00	88535	88545	88430	88530	26446	103654	5
2018.12.19	14:00:00	88530	88600	88470	88535	23329	86752	5
2018.12.19	14:15:00	88535	88615	88435	88475	21760	80836	5
2018.12.19	14:30:00	88475	88480	88305	88450	31693	118847	5
2018.12.19	14:45:00	88450	88730	88410	88710	35181	132965	5
2018.12.19	15:00:00	88705	88835	88640	88700	36433	145897	5
2018.12.19	15:15:00	88705	88705	88490	88530	29851	117629	5
2018.12.19	15:30:00	88530	88635	88450	88565	28006	108336	5
2018.12.19	15:45:00	88565	88620	88450	88455	23405	94887	5
2018.12.19	16:00:00	88455	88510	88220	88285	33983	143024	5
2018.12.19	16:15:00	88285	88390	88195	88215	29008	118017	5
2018.12.19	16:30:00	88220	88575	88125	88440	43171	164111	5
2018.12.19	16:45:00	88440	88660	88400	88655	24758	91711	5
2018.12.19	17:00:00	88650	88780	87175	87415	124004	397526	5
2018.12.19	17:15:00	87415	87945	87295	87935	64028	222402	5
2018.12.19	17:30:00	87935	88135	87365	87375	55400	204120	5
2018.12.19	17:45:00	87380	87520	86740	86895	44838	194712	5
2018.12.19	18:00:00	86890	86900	85780	86100	28911	105901	5
2018.12.20	09:00:00	86050	86845	86000	86755	39562	134031	5
2018.12.20	09:15:00	86755	87025	86720	86970	28628	98478	5
2018.12.20	09:30:00	86965	87020	86885	86935	13421	47073	5
2018.12.20	09:45:00	86935	86940	86860	86920	10928	35429	5
2018.12.20	10:00:00	86915	87165	86895	87025	39076	126667	5
2018.12.20	10:15:00	87025	87110	86760	87090	42141	138473	5
2018.12.20	10:30:00	87090	87310	87090	87140	41731	143587	5
2018.12.20	10:45:00	87145	87295	87100	87170	24650	89317	5
2018.12.20	11:00:00	87165	87170	86780	86845	39001	141388	5
2018.12.20	11:15:00	86845	86925	86635	86825	37230	132076	5
2018.12.20	11:30:00	86825	87040	86640	87010	39629	153862	5
2018.12.20	11:45:00	87005	87030	86580	86675	40875	151064	5
2018.12.20	12:00:00	86675	86835	86585	86765	28758	114460	5
2018.12.20	12:15:00	86770	86795	86455	86545	34211	129552	5
2018.12.20	12:30:00	86545	86600	86050	86210	66259	235002	5
2018.12.20	12:45:00	86215	86310	86070	86265	46658	165558	5
2018.12.20	13:00:00	86270	86600	86115	86575	50556	182358	5
2018.12.20	13:15:00	86575	86730	86275	86600	49723	179790	5
2018.12.20	13:30:00	86595	86870	86565	86830	36724	130398	5
2018.12.20	13:45:00	86825	86845	86525	86630	34545	127831	5
2018.12.20	14:00:00	86635	86680	86500	86535	25565	93852	5
2018.12.20	14:15:00	86535	86595	86100	86175	41341	151899	5
2018.12.20	14:30:00	86180	86290	85910	85940	44700	160777	5
2018.12.20	14:45:00	85940	85985	85680	85815	55121	198420	5
2018.12.20	15:00:00	85820	85880	85700	85760	33031	113957	5
2018.12.20	15:15:00	85755	86100	85725	86080	37387	139477	5
2018.12.20	15:30:00	86085	86100	85865	85960	37590	142519	5
2018.12.20	15:45:00	85960	85995	85795	85945	27371	106847	5
2018.12.20	16:00:00	85940	86025	85790	85965	31276	120352	5
2018.12.20	16:15:00	85970	86125	85880	85950	37377	149326	5
2018.12.20	16:30:00	85945	86165	85885	86115	33080	129917	5
2018.12.20	16:45:00	86110	86210	85940	85970	29643	113693	5
2018.12.20	17:00:00	85965	86020	85380	85615	54634	214392	5
2018.12.20	17:15:00	85615	85700	85385	85680	39211	157635	5
2018.12.20	17:30:00	85685	85960	85605	85915	34479	146985	5
2018.12.20	17:45:00	85915	86130	85825	86090	26547	123998	5
2018.12.20	18:00:00	86095	86365	85895	86365	8513	35150	5
2018.12.21	09:00:00	86375	86425	85975	86155	28969	96509	5
2018.12.21	09:15:00	86160	86210	86055	86140	19415	58599	5
2018.12.21	09:30:00	86145	86250	86065	86220	19538	61048	5
2018.12.21	09:45:00	86220	86235	86110	86120	15624	50565	5
2018.12.21	10:00:00	86115	86145	86000	86045	29981	94930	5
2018.12.21	10:15:00	86045	86090	85845	85885	38415	133733	5
2018.12.21	10:30:00	85880	85980	85755	85950	37221	133936	5
2018.12.21	10:45:00	85950	86145	85900	86125	34266	117829	5
2018.12.21	11:00:00	86125	86370	86105	86305	40600	139939	5
2018.12.21	11:15:00	86300	86440	86255	86360	29640	106491	5
2018.12.21	11:30:00	86360	86680	86315	86640	48076	173336	5
2018.12.21	11:45:00	86645	86725	86525	86605	27783	104393	5
2018.12.21	12:00:00	86600	86790	86585	86770	24452	94394	5
2018.12.21	12:15:00	86770	86935	86685	86730	33987	131899	5
2018.12.21	12:30:00	86730	86745	86475	86615	56109	201597	5
2018.12.21	12:45:00	86610	86650	86460	86530	31065	110577	5
2018.12.21	13:00:00	86530	86925	86460	86910	47270	173154	5
2018.12.21	13:15:00	86915	87265	86875	87030	56272	223682	5
2018.12.21	13:30:00	87035	87065	86735	86800	38060	150180	5
2018.12.21	13:45:00	86795	87050	86795	86890	39331	146834	5
2018.12.21	14:00:00	86895	87010	86455	86490	51557	193919	5
2018.12.21	14:15:00	86495	87080	86440	87065	47567	188131	5
2018.12.21	14:30:00	87065	87085	86900	87030	32375	128990	5
2018.12.21	14:45:00	87025	87035	86695	86715	33737	126277	5
2018.12.21	15:00:00	86720	86795	86115	86285	64537	254550	5
2018.12.21	15:15:00	86290	86445	86150	86270	46165	185716	5
2018.12.21	15:30:00	86270	86530	86120	86445	47478	194554	5
2018.12.21	15:45:00	86450	86670	86320	86395	45329	179422	5
2018.12.21	16:00:00	86400	86530	86175	86175	37003	142736	5
2018.12.21	16:15:00	86175	86485	86150	86425	36082	140221	5
2018.12.21	16:30:00	86420	86525	86330	86500	27050	110067	5
2018.12.21	16:45:00	86500	86530	86205	86320	30663	129034	5
2018.12.21	17:00:00	86320	86320	86020	86060	27322	109870	5
2018.12.21	17:15:00	86060	86340	86030	86195	31072	135699	5
2018.12.21	17:30:00	86200	86315	86105	86175	17310	79935	5
2018.12.21	17:45:00	86175	86300	86090	86190	23385	105675	5
2018.12.21	18:00:00	86195	86410	86125	86130	14542	54541	5
2018.12.21	18:15:00	86125	86160	86000	86000	2361	9928	5
2018.12.26	09:00:00	85900	85940	85300	85515	34649	106161	5
2018.12.26	09:15:00	85520	85560	85320	85365	19139	59630	5
2018.12.26	09:30:00	85365	85495	85245	85425	22529	71804	5
2018.12.26	09:45:00	85430	85545	85340	85350	21007	68836	5
2018.12.26	10:00:00	85350	85440	85105	85295	39413	122923	5
2018.12.26	10:15:00	85295	85465	85190	85440	29660	94621	5
2018.12.26	10:30:00	85440	85520	85185	85335	36649	125827	5
2018.12.26	10:45:00	85335	85335	85150	85295	25170	92966	5
2018.12.26	11:00:00	85295	85300	84965	85000	35305	120515	5
2018.12.26	11:15:00	85000	85130	84920	85005	30663	105583	5
2018.12.26	11:30:00	85000	85250	84850	85145	43423	148586	5
2018.12.26	11:45:00	85145	85180	84825	84940	37952	128980	5
2018.12.26	12:00:00	84940	85110	84845	85055	24263	88100	5
2018.12.26	12:15:00	85050	85130	84855	85045	29587	97628	5
2018.12.26	12:30:00	85045	85275	85000	85040	47620	151096	5
2018.12.26	12:45:00	85045	85160	84945	84990	36720	117848	5
2018.12.26	13:00:00	84990	85070	84745	84835	46501	156779	5
2018.12.26	13:15:00	84835	85035	84750	84890	33477	114448	5
2018.12.26	13:30:00	84890	84925	84615	84725	35354	121928	5
2018.12.26	13:45:00	84725	84755	84410	84425	40695	148568	5
2018.12.26	14:00:00	84430	84715	84410	84700	32667	114826	5
2018.12.26	14:15:00	84695	84820	84640	84770	31240	108052	5
2018.12.26	14:30:00	84765	85165	84750	85080	39394	139372	5
2018.12.26	14:45:00	85075	85410	85050	85400	34710	134748	5
2018.12.26	15:00:00	85400	85735	85295	85625	46741	192330	5
2018.12.26	15:15:00	85620	86035	85415	85450	60071	233746	5
